叶上	叶上
叶下	叶下
叶丛	叶丛
叶中	叶中
叶前	叶前
叶后	叶后
叶基	叶基
叶子	叶子
叶尖	叶尖
叶干	叶干
叶序	叶序
叶斑	叶斑
叶枝	叶枝
叶枯	叶枯
叶柄	叶柄
叶片	叶片
叶球	叶球
叶病	叶病
叶痕	叶痕
叶盛	叶盛
叶缘	叶缘
叶肉	叶肉
叶肿	叶肿
叶背	叶背
叶脉	叶脉
叶芽	叶芽
叶茎	叶茎
叶蚜	叶蚜
叶蝉	叶蝉
叶螨	叶螨
叶表	叶表
叶边	叶边
叶部	叶部
叶面	叶面
叶鞘	叶鞘
叶齐	叶齐
