果实	果实
果肉	果肉
果皮	果皮
果柄	果柄
果上	果上
果后	果后
果中	果中
果顶	果顶
果轴	果轴
果腰	果腰
果肩	果肩
果汁	果汁
果核	果核
果株	果株
