# alias \t normalized term
花瓣	花瓣
花叶	花叶
花心	花心
花茎	花茎
花朵	花朵
花盘	花盘
花冠	花冠
花梗	花梗
花蕾	花蕾
花卉	花卉
花荚	花荚
花粉	花粉
花丝	花丝
花球	花球
花柄	花柄
花穗	花穗
花苗	花苗
