病斑	病斑
色斑	色斑
小斑	小斑
叶斑	叶斑
状斑	状斑
大斑	大斑
斑	斑
死斑	死斑
条斑	条斑
褐斑	褐斑
霉斑	霉斑
圆斑	圆斑
黄斑	黄斑
陷斑	陷斑
绿斑	绿斑
枯斑	枯斑
角斑	角斑
环斑	环斑
藻斑	藻斑
锈斑	锈斑
花斑	花斑
紫斑	紫斑
白斑	白斑
黑斑	黑斑
灰斑	灰斑
茄斑	茄斑
疡斑	疡斑
瓜斑	瓜斑
红斑	红斑
污斑	污斑
卜斑	卜斑
间斑	间斑
纹斑	纹斑
疱斑	疱斑
煤斑	煤斑
麻斑	麻斑
软斑	软斑
痂斑	痂斑
灼斑	灼斑
浸斑	浸斑
明斑	明斑
匀斑	匀斑
霜斑	霜斑
赤斑	赤斑
豆斑	豆斑
裂斑	裂斑
菜斑	菜斑
莓斑	莓斑
脉斑	脉斑
羽斑	羽斑
坏死斑	坏死斑
褪绿斑	褪绿斑
规则斑	规则斑
合成斑	合成斑
陷病斑	陷病斑
小圆斑	小圆斑
大病斑	大病斑
长条斑	长条斑
绿黄斑	绿黄斑
枯死斑	枯死斑
