轮纹	轮纹
条纹	条纹
斑纹	斑纹
环纹	环纹
菱纹	菱纹
褐纹	褐纹
网纹	网纹
皱纹	皱纹
状纹	状纹
裂纹	裂纹
白纹	白纹
云纹	云纹
龟纹	龟纹
花纹	花纹
细纹	细纹
线纹	线纹
纶纹	纶纹
纵纹	纵纹
纤纹	纤纹
紫纹	紫纹
灰纹	灰纹
波纹	波纹
嵌纹	嵌纹
